title,link,citation,summary,resource_title,file_format
Cross-sectional and longitudinal MRI brain scans reveal accelerated brain aging in multiple sclerosis,https://www.frontiersin.org/articles/10.3389/fneur.2019.00450/full,66,"EA Høgestøl, T Kaufmann, GO Nygaard… - Frontiers in …, 2019 - frontiersin.org",frontiersin.org,HTML
"Modified connectivity of vulnerable brain nodes in multiple sclerosis, their impact on cognition and their discriminative value",https://www.nature.com/articles/s41598-019-56806-z,12,"E Solana, E Martinez-Heras, J Casas-Roma, L Calvet… - Scientific reports, 2019 - nature.com",nature.com,HTML
"Choroid plexus volume in multiple sclerosis vs neuromyelitis optica spectrum disorder: a retrospective, cross-sectional analysis",https://nn.neurology.org/content/9/3/e1147.abstract,25,"J Müller, T Sinnecker, MJ Wendebourg… - Neurology …, 2022 - AAN Enterprises",neurology.org,HTML
Current trends on deep learning models for brain tumor segmentation and detection–a review,https://ieeexplore.ieee.org/abstract/document/8862209/,48,"S Somasundaram, R Gobinath - … on machine learning, big data …, 2019 - ieeexplore.ieee.org",,
Prediction of Conversion from CIS to Clinically Definite Multiple Sclerosis Using Convolutional Neural Networks,https://www.hindawi.com/journals/cmmm/2022/5154896/,2,"HM Afzal, S Luo, S Ramadan, M Khari… - … Methods in Medicine, 2022 - hindawi.com",hindawi.com,HTML
Multiple sclerosis Lesion Detection via Machine Learning Algorithm based on converting 3D to 2D MRI images,http://real.mtak.hu/109424/,1,"M Moghadasi, G Fazekas - Infocommunications Journal, 2020 - real.mtak.hu",mtak.hu,PDF
A Deep Learning Model based on MobileNetV3 and UNet for Spinal Cord Gray Matter Segmentation,https://ieeexplore.ieee.org/abstract/document/9522652/,6,"A Alsenan, BB Youssef… - 2021 44th International …, 2021 - ieeexplore.ieee.org",researchgate.net,PDF
Challenging current semi-supervised anomaly segmentation methods for brain MRI,https://link.springer.com/chapter/10.1007/978-3-031-08999-2_5,24,"F Meissen, G Kaissis, D Rueckert - International MICCAI brainlesion …, 2021 - Springer",arxiv.org,PDF
"Modified connectivity of vulnerable brain nodes in multiple sclerosis, their impact on cognition and their discriminative value",https://www.nature.com/articles/s41598-019-56806-z,12,"E Solana, E Martinez-Heras, J Casas-Roma, L Calvet… - Scientific reports, 2019 - nature.com",nature.com,HTML
"Choroid plexus volume in multiple sclerosis vs neuromyelitis optica spectrum disorder: a retrospective, cross-sectional analysis",https://nn.neurology.org/content/9/3/e1147.abstract,25,"J Müller, T Sinnecker, MJ Wendebourg… - Neurology …, 2022 - AAN Enterprises",neurology.org,HTML
Current trends on deep learning models for brain tumor segmentation and detection–a review,https://ieeexplore.ieee.org/abstract/document/8862209/,48,"S Somasundaram, R Gobinath - … on machine learning, big data …, 2019 - ieeexplore.ieee.org",,
Prediction of Conversion from CIS to Clinically Definite Multiple Sclerosis Using Convolutional Neural Networks,https://www.hindawi.com/journals/cmmm/2022/5154896/,2,"HM Afzal, S Luo, S Ramadan, M Khari… - … Methods in Medicine, 2022 - hindawi.com",hindawi.com,HTML
Multiple sclerosis Lesion Detection via Machine Learning Algorithm based on converting 3D to 2D MRI images,http://real.mtak.hu/109424/,1,"M Moghadasi, G Fazekas - Infocommunications Journal, 2020 - real.mtak.hu",mtak.hu,PDF
A Deep Learning Model based on MobileNetV3 and UNet for Spinal Cord Gray Matter Segmentation,https://ieeexplore.ieee.org/abstract/document/9522652/,6,"A Alsenan, BB Youssef… - 2021 44th International …, 2021 - ieeexplore.ieee.org",researchgate.net,PDF
Challenging current semi-supervised anomaly segmentation methods for brain MRI,https://link.springer.com/chapter/10.1007/978-3-031-08999-2_5,24,"F Meissen, G Kaissis, D Rueckert - International MICCAI brainlesion …, 2021 - Springer",arxiv.org,PDF
Personalized prediction of future lesion activity and treatment effect in multiple sclerosis from baseline MRI,https://proceedings.mlr.press/v172/durso-finley22a.html,6,"J Durso-Finley, JP Falet, B Nichyporuk… - … with Deep Learning, 2022 - proceedings.mlr.press",mlr.press,PDF
Voxel-Wise Comparison with a-contrario Analysis for Automated Segmentation of Multiple Sclerosis Lesions from Multimodal MRI,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_18,3,"F Galassi, O Commowick, E Vallee… - … : Glioma, Multiple Sclerosis …, 2019 - Springer",inserm.fr,PDF
Introducing radiomics model to predict active plaque in multiple sclerosis patients using magnetic resonance images,https://iopscience.iop.org/article/10.1088/2057-1976/ace261/meta,1,"B Khajetash, A Talebi, Z Bagherpour… - Biomedical Physics …, 2023 - iopscience.iop.org",,
Prediction of the information processing speed performance in multiple sclerosis using a machine learning approach in a large multicenter magnetic resonance …,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.26106,9,"C Marzi, A d'Ambrosio, S Diciotti, A Bisecco… - Human Brain …, 2023 - Wiley Online Library",wiley.com,PDF
The applications of machine learning algorithms in multiple sclerosis: A systematic review,https://acta.tums.ac.ir/index.php/acta/article/view/9604,2,"A Garavand, M Samadbeik, N Aslani - Acta Medica Iranica, 2022 - acta.tums.ac.ir",tums.ac.ir,PDF
Segmentation of glomeruli within trichrome images using deep learning,https://www.sciencedirect.com/science/article/pii/S246802491930155X,138,"S Kannan, LA Morgan, B Liang, MKG Cheung… - Kidney international …, 2019 - Elsevier",sciencedirect.com,HTML
"Generalized wasserstein dice score, distributionally robust deep learning, and ranger for brain tumor segmentation: BraTS 2020 challenge",https://link.springer.com/chapter/10.1007/978-3-030-72087-2_18,43,"L Fidon, S Ourselin, T Vercauteren - … : Glioma, Multiple Sclerosis, Stroke …, 2021 - Springer",arxiv.org,PDF
Optimal Integration of Machine Learning for Distinct Classification and Activity State Determination in Multiple Sclerosis and Neuromyelitis Optica,https://www.mdpi.com/2227-7080/11/5/131,,"M Gharaibeh, W Abedalaziz, NA Alawad, H Gharaibeh… - Technologies, 2023 - mdpi.com",mdpi.com,HTML
Cortical and white matter lesion topology influences focal corpus callosum atrophy in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1111/jon.12977,4,"M Platten, R Ouellette, E Herranz… - Journal of …, 2022 - Wiley Online Library",wiley.com,PDF
A deep learning-based approach for glomeruli instance segmentation from multistained renal biopsy pathologic images,https://www.sciencedirect.com/science/article/pii/S0002944021002030,26,"L Jiang, W Chen, B Dong, K Mei, C Zhu, J Liu… - The American Journal of …, 2021 - Elsevier",sciencedirect.com,HTML
Fully convolutional boundary regression for retina OCT segmentation,https://link.springer.com/chapter/10.1007/978-3-030-32239-7_14,67,"Y He, A Carass, Y Liu, BM Jedynak… - … Image Computing and …, 2019 - Springer",nih.gov,HTML
Boundary delineation of MRI images for lumbar spinal stenosis detection through semantic segmentation using deep neural networks,https://ieeexplore.ieee.org/abstract/document/8678637/,68,"AS Al-Kafri, S Sudirman, A Hussain, D Al-Jumeily… - IEEE …, 2019 - ieeexplore.ieee.org",ieee.org,PDF
Variability and reproducibility in deep learning for medical image segmentation,https://www.nature.com/articles/s41598-020-69920-0,168,"F Renard, S Guedria, ND Palma, N Vuillerme - Scientific Reports, 2020 - nature.com",nature.com,HTML
Myelin segmentation in fluorescence microscopy images,https://ieeexplore.ieee.org/abstract/document/8895041/,4,"SÇ Yetiş, DA Ekinci, E Çakir… - 2019 Medical …, 2019 - ieeexplore.ieee.org",,
An explainable artificial intelligence model in the assessment of brain MRI lesions in multiple sclerosis using amplitude modulation–frequency modulation multi-scale …,https://ieeexplore.ieee.org/abstract/document/10167888/,1,"A Nicolaou, A Kakas, CS Pattichis… - … on Digital Signal …, 2023 - ieeexplore.ieee.org",researchgate.net,PDF
Modality-pairing learning for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_21,70,"Y Wang, Y Zhang, F Hou, Y Liu, J Tian, C Zhong… - … , Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
Improved Assessment of Longitudinal Spinal Cord Atrophy in Multiple Sclerosis Using a Registration‐Based Approach: Relevance for Clinical Studies,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.27937,6,"P Valsasina, MA Horsfield, A Meani… - Journal of Magnetic …, 2022 - Wiley Online Library",,
Automatic brain tumor segmentation and overall survival prediction using machine learning algorithms,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_36,27,"E Carver, C Liu, W Zong, Z Dai, JM Snyder… - … , Multiple Sclerosis …, 2019 - Springer",,
Machine learning classification of multiple sclerosis patients based on raw data from an instrumented walkway,https://link.springer.com/article/10.1186/s12938-022-00992-x,9,"W Hu, O Combden, X Jiang, S Buragadda… - BioMedical Engineering …, 2022 - Springer",springer.com,HTML
Sparse Feature Aware Noise Removal Technique for Brain Multiple Sclerosis Lesions using Magnetic Resonance Imaging,https://www.researchgate.net/profile/Aditya-C-R/publication/361737372_Sparse_Feature_Aware_Noise_Removal_Technique_for_Brain_Multiple_Sclerosis_Lesions_using_Magnetic_Resonance_Imaging/links/62c2bf665c293526ef886963/Sparse-Feature-Aware-Noise-Removal-Technique-for-Brain-Multiple-Sclerosis-Lesions-using-Magnetic-Resonance-Imaging.pdf,1,"MD Swetha, CR Aditya - International Journal of Advanced …, 2022 - researchgate.net",researchgate.net,PDF
Molecular models of multiple sclerosis severity identify heterogeneity of pathogenic mechanisms,https://www.nature.com/articles/s41467-022-35357-4,3,"P Kosa, C Barbour, M Varosanec, A Wichman… - Nature …, 2022 - nature.com",nature.com,HTML
New OFSEP recommendations for MRI assessment of multiple sclerosis patients: special consideration for gadolinium deposition and frequent acquisitions,https://www.sciencedirect.com/science/article/pii/S015098612030095X,54,"JC Brisset, S Kremer, S Hannoun, F Bonneville… - Journal of …, 2020 - Elsevier",sciencedirect.com,PDF
Deep learning based intraretinal layer segmentation using cascaded compressed U-net,https://www.medrxiv.org/content/10.1101/2021.11.19.21266592.abstract,3,"SK Yadav, R Kafieh, HG Zimmermann, J Kauer-Bonin… - medRxiv, 2021 - medrxiv.org",medrxiv.org,PDF
Automatic brain tumor segmentation using convolutional neural networks with test-time augmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_6,154,"G Wang, W Li, S Ourselin, T Vercauteren - … : Glioma, Multiple Sclerosis …, 2019 - Springer",arxiv.org,PDF
Multi-resolution 3D CNN for MRI brain tumor segmentation and survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_21,44,"M Amian, M Soltaninejad - … , Multiple Sclerosis, Stroke and Traumatic Brain …, 2020 - Springer",arxiv.org,PDF
Robust semantic segmentation of brain tumor regions from 3D MRIs,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_8,55,"A Myronenko, A Hatamizadeh - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",arxiv.org,PDF
Evaluation of machine learning algorithms performance for the prediction of early multiple sclerosis from resting-state FMRI connectivity data,https://link.springer.com/article/10.1007/s11682-018-9926-9,71,"V Saccà, A Sarica, F Novellino, S Barone… - Brain imaging and …, 2019 - Springer",,
3D quantitative synthetic MRI in the evaluation of multiple sclerosis lesions,http://www.ajnr.org/content/42/3/471.abstract,17,"S Fujita, K Yokoyama, A Hagiwara… - American Journal …, 2021 - Am Soc Neuroradiology",ajnr.org,PDF
Optical coherence tomography and optical coherence tomography angiography findings after optic neuritis in multiple sclerosis,https://www.frontiersin.org/articles/10.3389/fneur.2020.618879/full,18,"OC Murphy, G Kalaitzidis, E Vasileiou… - Frontiers in …, 2020 - frontiersin.org",frontiersin.org,HTML
Deep learning radiomics algorithm for gliomas (drag) model: a novel approach using 3d unet based deep convolutional neural network for predicting survival in …,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_33,61,"U Baid, S Talbar, S Rane, S Gupta, MH Thakur… - … , Multiple Sclerosis …, 2019 - Springer",,
Brain age as a surrogate marker for cognitive performance in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1111/ene.15473,13,"S Denissen, DA Engemann, A De Cock… - European journal of …, 2022 - Wiley Online Library",wiley.com,PDF
Application of artificial neural network for prediction of risk of multiple sclerosis based on single nucleotide polymorphism genotypes,https://link.springer.com/article/10.1007/s12031-020-01514-x,20,"S Ghafouri-Fard, M Taheri, MD Omrani… - Journal of Molecular …, 2020 - Springer",,
Efficient folded attention for medical image reconstruction and segmentation,https://ojs.aaai.org/index.php/AAAI/article/view/17298,19,"H Zhang, J Zhang, R Wang, Q Zhang… - Proceedings of the …, 2021 - ojs.aaai.org",aaai.org,PDF
Brain tumor segmentation and survival prediction using 3D attention UNet,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_25,103,"M Islam, VS Vibashan, VJM Jose, N Wijethilake… - … , Multiple Sclerosis …, 2020 - Springer",arxiv.org,PDF
Learning contextual and attentive information for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_44,127,"C Zhou, S Chen, C Ding, D Tao - … , Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Learning data augmentation for brain tumor segmentation with coarse-to-fine generative adversarial networks,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_7,108,"TCW Mok, ACS Chung - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",arxiv.org,PDF
A novel domain adaptation framework for medical image segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_26,64,"A Gholami, S Subramanian, V Shenoy… - … , Multiple Sclerosis …, 2019 - Springer",arxiv.org,PDF
Segmentation of Multiple Sclerosis Lesions across Hospitals: Learn Continually or Train from Scratch?,https://ui.adsabs.harvard.edu/abs/2022arXiv221015091N/abstract,,"E Naga Karthik, A Kerbrat, P Labauge… - arXiv e …, 2022 - ui.adsabs.harvard.edu",,
Longitudinal Assessment of Multiple Sclerosis Lesion Load With Synthetic Magnetic Resonance Imaging—A Multicenter Validation Study,https://www.ingentaconnect.com/content/wk/rli/2023/00000058/00000005/art00003,3,"S Schlaeger, HB Li, T Baum, C Zimmer… - Investigative …, 2023 - ingentaconnect.com",,
